256,216
258,216
263,217
271,223
270,221
276,229
281,231
283,238
277,251
271,258
275,257
276,254
278,254
284,237
283,240
280,246
285,245
285,255
280,251
262,262
265,257
224,267
213,254
212,237
238,241
250,224
249,213
255,223
248,219
239,217
234,217
227,224
215,225
208,233
218,228
223,229
226,225
224,215
217,226
223,222
228,218
246,216
235,215
237,225
228,219
230,220
242,223
241,225
260,221
265,224
262,226
267,228
274,228
273,237
277,235
270,245
277,236
276,239
275,240
272,247
266,249
264,252
275,253
266,256
262,259
251,263
240,266
234,267
231,269
231,269
247,264
255,261
217,268
217,257
219,260
215,260
213,249
210,242
212,235
218,234
226,235
229,232
231,230
236,227
232,235
228,237
216,237
218,245
219,244
221,239
224,240
218,247
221,260
218,257
225,248
225,247
222,256
223,252
230,244
232,232
241,231
235,234
250,230
249,230
256,229
261,231
271,234
269,235
266,238
262,235
252,237
251,236
248,237
242,237
245,229
234,223
256,240
255,233
263,241
265,243
264,247
259,250
258,257
269,249
272,251
249,258
240,257
236,260
233,262
229,262
228,262
217,261
217,262
224,255
230,253
232,255
235,249
236,245
237,242
243,247
242,246
250,242
253,246
254,245
252,250
262,243
257,255
253,253
241,258
239,254
250,256
247,253
245,248
245,242
135,272
150,279
151,277
137,254
145,245
149,251
170,242
150,261
148,304
180,264
146,300
188,307
142,272
173,281
148,281
170,274
201,341
179,345
206,330
175,341
199,305
194,326
197,332
203,324
226,342
248,351
223,345
234,324
228,322
217,356
238,329
212,338
282,341
297,326
268,347
272,364
258,360
271,337
294,331
294,347
339,361
317,345
350,361
348,336
310,347
316,346
332,324
342,321
353,342
371,322
352,336
377,339
367,324
353,323
346,314
368,302
375,281
366,288
368,298
337,298
366,295
369,292
372,283
345,265
334,293
306,293
307,290
310,288
313,287
314,328
313,328
322,291
256,328
278,305
257,298
248,325
274,298
281,331
239,301
281,316
332,252
346,239
344,235
326,230
332,267
333,234
343,244
341,230
393,243
359,265
360,274
351,252
368,267
387,256
351,245
380,263
326,208
326,215
352,216
334,184
338,195
323,227
365,222
346,206
393,213
389,215
368,207
354,185
373,210
370,194
368,184
350,215
344,153
317,164
351,134
346,171
329,147
313,176
311,165
314,136
285,146
307,156
267,134
302,143
270,175
271,143
289,157
281,170
260,138
264,168
246,161
269,139
238,161
265,159
254,153
254,178
209,130
201,139
222,156
214,134
215,141
206,132
195,172
191,165
211,164
189,191
201,157
188,156
211,185
194,177
220,172
216,159
193,184
190,198
163,197
185,170
180,200
154,180
157,210
176,180
160,221
139,219
152,205
143,215
173,246
157,230
169,203
165,206
193,304
162,306
152,299
186,313
186,317
172,327
157,327
170,298
314,200
301,189
291,174
261,184
281,197
274,188
296,198
301,215
280,210
264,197
243,194
234,177
226,195
209,202
198,215
181,214
179,230
188,233
193,249
200,265
188,276
194,291
205,285
217,285
233,285
251,281
218,304
260,316
296,305
314,307
278,281
266,280
282,271
302,269
290,290
293,288
313,255
315,244
313,230
305,235
293,251
294,224
86,246
58,218
68,217
87,225
78,219
77,236
89,206
93,214
85,292
96,301
84,287
61,272
59,289
92,276
69,263
77,300
73,272
85,238
79,256
94,236
91,245
84,242
95,264
75,265
60,317
96,295
69,337
62,329
105,315
92,301
77,335
80,322
91,330
99,349
115,343
110,343
91,311
87,322
91,338
78,344
104,345
126,364
109,384
136,355
118,344
101,368
115,368
96,371
156,397
127,372
121,368
129,392
157,388
125,379
164,408
139,369
180,412
149,409
180,390
183,393
153,424
176,386
176,382
149,382
192,417
217,399
199,441
217,439
180,400
194,404
178,435
185,418
205,449
224,433
207,410
234,446
240,434
223,444
226,429
226,450
257,450
261,440
240,417
265,448
245,421
263,451
268,442
271,417
318,420
305,418
296,422
291,429
301,409
275,438
314,420
305,446
298,432
287,453
280,458
267,454
295,460
304,417
273,454
267,436
342,451
316,444
341,426
322,429
328,418
301,423
339,452
297,416
330,404
325,402
329,402
361,430
343,414
361,422
323,421
331,404
264,419
238,432
233,433
262,401
260,428
268,434
261,405
267,397
218,393
224,417
242,405
203,396
208,400
236,400
220,388
207,399
307,393
291,392
310,399
295,402
268,408
276,401
298,391
281,418
380,428
360,443
387,423
363,432
378,436
402,435
394,423
401,420
367,412
357,401
382,405
370,432
385,426
384,398
382,406
351,424
397,412
419,390
402,416
393,417
397,402
432,397
394,410
403,391
415,366
427,387
422,369
397,356
413,383
412,377
393,360
412,368
443,357
421,327
443,337
436,344
412,349
443,351
438,340
405,334
433,330
449,331
460,302
441,324
435,289
454,302
447,327
444,308
433,268
458,282
439,258
446,261
465,247
448,266
441,252
439,255
460,237
460,224
455,238
434,222
452,208
422,248
452,231
466,212
464,198
442,202
439,168
463,181
442,166
429,186
425,158
441,179
430,147
419,146
412,143
447,113
427,143
408,145
430,120
411,119
408,110
390,99
405,91
386,89
426,81
413,100
427,104
403,99
353,54
345,86
346,73
350,54
333,73
366,93
349,80
365,79
385,104
384,93
361,88
372,106
387,90
393,109
371,72
371,103
286,70
327,79
295,92
319,91
284,74
326,78
304,59
328,97
266,79
263,82
283,42
282,75
268,67
271,42
261,85
277,70
258,82
222,53
222,95
237,52
245,72
243,91
225,88
247,57
175,89
205,99
182,77
203,95
165,68
181,86
183,99
202,67
169,95
146,78
141,115
167,73
169,111
136,83
133,74
134,100
116,148
129,116
112,140
110,134
118,149
127,114
95,142
90,135
128,117
120,123
92,92
129,119
123,114
116,91
119,125
120,89
109,136
104,153
85,176
74,179
68,149
88,154
80,148
68,155
81,202
69,194
62,215
74,203
71,224
73,222
92,216
88,190
293,51
310,50
317,55
301,56
304,56
317,68
331,65
315,71
