30,109
28,99
29,88
28,73
27,61
27,48
29,37
36,38
46,37
55,38
66,36
76,38
86,38
95,35
102,38
112,37
121,38
128,37
138,36
140,46
138,53
138,65
138,71
137,83
135,92
138,98
136,109
126,109
118,109
105,109
96,108
84,111
70,111
56,110
47,110
34,111
187,83
189,69
195,60
202,52
214,46
227,42
240,39
253,40
267,44
278,50
291,56
297,64
298,77
300,88
297,99
289,110
279,119
269,128
256,133
243,136
230,135
214,129
200,120
192,109
185,96
213,171
199,175
187,175
174,179
162,181
147,183
133,186
120,189
107,191
97,195
98,205
99,214
108,215
123,216
132,212
148,213
157,211
169,210
179,206
190,207
199,205
203,211
198,224
198,233
196,241
196,251
198,260
196,270
198,281
198,291
196,301
193,313
185,323
176,334
168,341
159,347
151,355
142,365
131,373
120,384
115,392
109,404
117,412
128,418
139,423
151,418
160,411
170,402
179,391
190,381
200,370
209,359
223,353
229,345
239,344
245,356
254,364
259,373
267,379
271,389
280,397
289,406
296,416
302,428
310,434
317,428
325,418
333,407
326,390
316,377
308,365
297,355
290,344
285,333
273,321
265,308
263,293
264,279
265,265
266,249
265,234
268,218
272,209
283,214
291,218
300,224
310,227
323,233
331,237
341,240
353,244
363,245
369,233
370,219
358,209
345,202
335,197
322,193
309,185
293,180
278,173
263,169
249,165
234,165
223,168
422,23
427,30
431,37
434,44
421,28
416,35
411,45
411,41
417,31
437,45
443,48
449,50
405,49
399,51
391,54
398,54
396,59
405,63
400,61
410,67
450,53
443,56
437,62
433,68
437,71
442,79
445,86
438,76
440,87
430,79
431,83
437,87
445,93
441,87
438,90
427,73
428,75
410,68
406,76
396,86
403,83
395,90
397,93
406,89
414,78
419,79
424,72
410,84
400,89
397,82
404,73
403,78
410,80
415,73
412,73
412,63
421,72
405,73
406,66
436,76
437,76
435,81
432,68
432,72
416,67
420,65
425,65
428,66
438,56
434,61
403,58
403,52
404,56
409,54
409,54
411,58
415,58
423,56
417,63
409,61
418,60
424,58
429,58
435,56
438,52
442,52
428,56
423,51
416,50
410,49
423,54
417,55
419,46
419,38
421,36
422,38
428,48
428,50
433,53
421,40
428,45
426,34
425,41
430,46
433,52
416,43
429,62
419,41
69,79
55,73
55,79
60,77
76,49
106,68
91,65
107,50
84,66
90,60
104,62
70,77
103,48
127,55
119,72
119,45
114,73
133,79
140,60
128,66
104,72
122,110
117,82
121,112
104,83
118,109
121,105
95,77
69,111
81,74
83,84
67,88
51,86
67,67
85,109
89,78
33,73
26,72
41,36
38,58
54,55
50,58
36,69
48,55
59,48
63,40
79,69
84,73
72,44
68,66
58,51
52,69
109,54
80,49
88,61
114,39
96,44
83,80
81,59
112,79
68,66
57,101
74,87
53,87
68,69
38,77
70,98
40,68
41,94
34,107
57,96
55,78
34,80
49,108
58,87
49,72
91,88
114,106
116,78
97,87
80,107
87,114
89,110
75,109
88,67
111,92
122,75
109,93
111,78
111,79
122,91
95,88
100,98
90,92
80,94
111,97
87,106
78,98
95,104
109,110
236,112
269,92
237,70
252,70
230,92
255,92
233,97
238,79
191,85
197,71
223,86
234,76
224,104
220,85
212,74
215,88
273,82
273,77
255,91
285,59
292,65
255,53
261,68
250,85
223,78
228,80
218,60
230,78
245,52
233,40
243,54
239,54
240,108
267,89
279,124
235,103
272,111
238,114
237,111
275,95
213,117
213,98
243,94
219,116
223,129
228,99
241,109
234,120
287,73
262,75
283,92
279,72
296,66
300,62
290,68
270,75
255,254
235,270
238,248
220,281
225,238
241,255
218,263
245,262
251,199
253,208
242,214
233,193
256,222
249,205
259,223
237,232
228,196
235,185
220,177
219,177
208,180
205,198
227,214
207,193
207,281
213,293
218,290
213,298
217,300
233,284
229,320
219,285
235,339
244,321
251,308
228,319
254,330
230,321
217,339
241,300
239,274
222,311
258,295
226,308
219,275
217,310
244,308
258,280
198,319
180,319
180,335
187,325
206,331
188,341
184,365
176,345
192,362
178,351
167,391
150,370
150,373
158,364
161,380
145,391
137,392
137,398
134,394
125,397
130,410
136,424
133,401
140,410
135,417
133,388
135,384
137,398
155,375
158,387
173,377
176,368
173,356
156,378
172,374
195,347
191,353
202,341
197,350
181,339
223,334
219,323
224,326
229,322
218,328
264,348
255,334
273,335
260,348
265,358
282,356
267,370
284,359
292,375
268,356
284,385
294,379
281,388
307,398
296,397
306,398
306,397
303,412
314,396
317,418
273,369
284,373
275,353
280,355
284,373
266,326
266,349
267,353
256,335
250,354
237,230
232,228
255,218
246,213
238,204
216,251
216,273
228,251
203,272
216,260
228,245
213,226
208,221
220,240
201,249
217,215
222,208
215,219
221,209
217,225
220,198
239,201
231,179
231,184
236,194
250,189
265,183
259,200
261,180
269,189
252,165
236,184
249,171
231,188
237,177
274,199
283,196
286,182
286,182
282,198
289,214
303,204
314,207
303,204
299,190
312,201
323,210
333,203
337,205
311,203
341,211
335,230
323,217
335,209
328,231
349,220
345,234
344,234
359,232
340,222
306,202
309,205
289,211
316,212
298,198
190,192
182,189
175,188
201,177
201,190
162,203
176,204
165,190
167,203
162,204
142,201
143,192
149,196
140,199
144,203
134,184
135,188
135,197
148,209
150,201
119,194
115,208
107,196
125,210
101,212
111,192
122,197
119,191
122,199
118,204
177,189
180,178
166,199
163,195
181,189
184,191
193,170
195,172
200,172
187,174
227,184
228,192
225,188
226,184
215,181
257,174
254,198
257,180
250,186
253,176
280,197
290,195
278,189
278,183
285,191
294,210
289,209
288,203
290,200
307,211
315,229
313,223
315,213
324,209
302,216
343,230
332,217
322,217
330,225
344,204
290,205
312,192
296,210
314,187
287,213
241,176
239,188
246,185
229,178
230,174
242,214
236,227
245,238
235,225
235,215
241,255
251,258
241,234
239,249
243,245
264,242
256,229
239,252
260,247
264,249
245,252
261,244
240,230
251,256
246,243
225,255
218,255
230,254
234,245
220,227
203,245
204,246
208,244
206,240
217,236
222,233
223,232
202,232
200,227
215,245
221,273
241,265
231,278
233,268
241,272
224,272
234,285
233,270
245,283
241,284
239,294
240,306
255,296
252,293
257,290
246,311
246,286
250,288
235,288
245,307
193,284
194,302
197,290
193,293
199,295
222,310
208,304
217,317
208,317
221,310
224,293
230,303
224,301
221,302
234,301
244,326
236,343
235,349
248,349
245,345
270,98
269,114
255,99
267,102
246,118
261,103
263,111
246,98
267,111
247,100
245,99
244,101
258,111
256,116
268,97
255,119
253,110
259,113
244,111
265,129
254,109
237,126
256,132
251,129
257,118
222,107
242,112
233,132
248,109
225,118
225,111
222,115
238,112
217,128
214,115
227,93
223,108
225,98
203,98
227,101
200,102
212,102
215,100
210,86
217,105
216,90
217,77
201,102
218,88
202,85
223,70
223,85
200,78
209,88
216,76
205,70
206,64
196,59
216,86
220,71
228,78
215,58
224,55
237,64
241,77
215,43
237,69
221,68
231,68
229,56
241,48
232,70
232,61
248,50
258,49
240,44
264,57
249,60
245,64
242,62
270,80
279,66
259,54
267,75
262,80
278,80
263,57
278,67
266,63
287,81
276,61
279,75
265,76
279,87
290,84
277,67
268,66
284,60
265,68
262,61
273,99
271,100
291,78
277,83
278,86
280,99
276,113
260,111
265,102
284,88
291,100
280,92
294,112
295,101
279,107
293,113
281,104
278,98
286,113
278,114
283,88
270,76
279,87
287,74
292,73
212,113
220,91
220,90
226,95
211,102
193,85
208,83
203,81
192,98
212,97
198,89
216,96
200,93
208,92
212,93
210,101
219,106
223,116
199,110
212,120
199,101
219,108
196,117
217,107
200,118
204,97
217,105
214,113
223,111
212,124
224,64
201,73
214,64
199,70
223,72
219,67
209,54
212,56
223,50
216,61
229,60
234,52
225,42
222,64
233,63
255,63
252,51
247,50
252,62
257,43
277,58
268,45
273,54
258,67
252,63
262,51
281,47
278,70
264,54
274,49
262,84
244,79
265,86
252,89
267,94
255,83
258,89
234,71
244,89
255,74
414,305
419,312
425,321
429,328
435,337
445,351
441,345
443,359
432,367
418,373
409,372
404,361
406,352
410,349
414,343
421,340
426,336
435,343
437,350
429,349
430,345
428,348
421,350
413,355
416,362
432,356
425,359
422,357
438,354
429,361
428,364
434,364
435,361
421,366
415,372
409,357
419,351
425,348
410,365
404,359
419,365
418,340
430,341
431,338
432,329
431,331
428,325
426,315
420,316
419,305
415,300
412,302
421,312
431,321
436,333
438,337
444,346
68,68
68,54
71,63
62,51
83,45
69,53
80,61
72,59
95,61
93,56
90,57
84,59
92,54
89,47
90,55
84,49
46,55
33,48
32,56
32,37
52,50
58,44
43,42
50,38
40,52
38,49
36,57
34,46
119,52
106,59
107,48
116,66
126,38
130,34
117,42
131,36
127,43
136,51
122,55
124,52
122,92
126,78
114,75
133,85
130,102
130,101
132,82
118,82
134,100
124,98
115,93
121,110
105,51
116,55
118,53
110,52
49,99
53,99
55,81
56,89
41,80
35,93
35,82
34,77
39,96
44,77
42,96
41,81
35,92
48,94
35,106
38,103
57,88
71,101
73,92
56,96
51,62
61,65
61,56
54,56
358,231
342,235
361,225
357,230
362,227
353,225
365,219
372,214
358,227
344,219
349,227
359,225
342,219
349,221
360,214
359,223
357,200
343,220
343,212
352,218
366,230
350,250
367,242
357,241
306,384
301,373
298,377
292,387
303,389
305,378
302,388
294,380
308,396
322,394
320,388
305,394
311,415
314,404
321,423
319,411
332,410
313,400
326,399
320,421
302,377
284,379
293,379
284,368
290,348
290,363
283,363
279,352
256,333
267,336
273,336
257,335
259,344
256,325
258,342
264,322
240,324
259,322
262,312
242,316
255,327
255,320
256,327
241,323
241,338
243,332
246,337
232,321
255,262
238,271
258,265
238,268
240,256
262,250
248,266
248,257
202,338
206,333
203,336
208,330
207,327
192,320
191,314
189,319
195,344
187,338
196,341
199,344
217,333
206,339
205,342
212,346
190,352
208,354
196,365
198,360
165,383
167,388
169,387
159,368
174,375
172,367
183,369
188,377
172,361
174,349
172,364
171,353
151,356
157,372
153,366
167,359
156,356
161,363
156,351
160,348
128,388
145,393
136,395
132,401
153,386
147,371
151,377
133,385
141,409
162,390
163,391
141,398
135,376
142,388
147,383
143,385
149,400
139,410
144,411
149,406
153,409
160,400
147,398
153,395
139,214
125,205
140,195
129,205
135,407
131,393
123,405
139,392
